T,s,KL
2300,17,0.0019069356079335113
2300,18,0.006839935468061461
2300,19,0.0024298658941470275
2300,20,0.003419622472573373
2300,21,0.0017584787333958306
2300,22,0.003485656912460286
2300,23,0.0016004398214507667
2300,24,0.0015787734143805766
2300,25,0.00271537242572543
2300,26,0.0011277871062066085
2300,27,0.0016408177253933217
2300,28,0.0036656989799411957
2300,29,0.002870061668398463
2300,30,0.0025239940209375684
2300,31,0.0029378677731343493
2300,32,0.002440732005867146
2300,33,0.004939851071954976
2300,34,0.003038602724932044
2300,35,0.0032615654089319024
2300,36,0.001786127925065609
2300,37,0.003232425387746225
2300,38,0.0023740157021284736
2300,39,0.0027426949754984094
2300,40,0.0011632366496293718
2300,41,0.0023707599683364445
